post_id,content,comment_ids
121,Tinder giúp bạn gửi lời 'tạm biệt' người yêu cũ theo phong cách: ai đi ngang cũng biết bạn từng chọn sai người...!!!   #tindervietnam,post_121_cmt_1
122,"THÁI NGUYÊN: ""ĐỦ WOW"" VỚI THÁP ĐÔI 38 TẦNG CAO NHẤT THÀNH PHỐ, HỘI TỤ TOÀN CÁC THƯƠNG HIỆU QUỐC TẾ XỊN XÒ  Sắp có chung cư “chanh sả” cực đỉnh giữa trung tâm TP Thái Nguyên khiến dân tình đứng ngồi không yên mấy bữa nay rồi! Tòa tháp đôi 38 tầng cao nhất Thái Nguyên hiện tại, chọn ngay mặt tiền phố Bắc Sơn để án ngữ. Mà anh em có biết phố Bắc Sơn chính là trung tâm ăn chơi sầm uất nhất của thành phố, một bước chân là ra các khu vui chơi, phố ẩm thực, mua sắm, giải trí quá là tiện luôn!! Giờ mà ai hỏi ""anh nhà ở đâu thế"", thì chỉ cần ""thả nhẹ"" một câu Diamond Hill Thái Nguyên thôi là nghe sang hết cả con người!!  Ngoài vị trí có 1-0-2, dự án này còn được kiến tạo bởi các thương hiệu quốc tế cực xịn. Nghe đến Savills đã đủ uy tín chưa ạ? Chỉ những chung cư cao cấp ở các thành phố lớn mới có đơn vị vận hành ""hàng hiệu"" như vậy thôi ý. Ngoài ra, còn có đơn vị thiết kế kiến trúc hàng đầu thế giới Aedas, đơn vị thiết kế cảnh quan EGO từ Italia, là đối tác của toàn các ông lớn BĐS, bảo sao nhìn ảnh thôi đã thấy đẹp long lanh muốn dọn ngay về ở. Anh em mà lựa mấy căn mà tầng cao cao tý là view được toàn thành phố, xa xa còn là sông Cầu thơ mộng, đúng là ""view triệu đô"" luôn chứ còn gì nữa!!  📍 Anh em Thái Nguyên đợt này cứ phải gọi là ON TOP luôn, tha hồ mà ""sĩ"" với đời!! Không biết ""hàng hiếm"", ""hàng hoa hậu"" thế này thì giá sao nhờ?? Anh em comment một con số đi nào!!!!","post_122_cmt_1,post_122_cmt_2,post_122_cmt_3,post_122_cmt_4,post_122_cmt_5,post_122_cmt_6,post_122_cmt_7,post_122_cmt_8,post_122_cmt_9,post_122_cmt_10,post_122_cmt_11,post_122_cmt_12,post_122_cmt_13,post_122_cmt_14,post_122_cmt_15,post_122_cmt_16,post_122_cmt_17,post_122_cmt_18,post_122_cmt_19,post_122_cmt_20,post_122_cmt_21,post_122_cmt_22,post_122_cmt_23,post_122_cmt_24,post_122_cmt_25,post_122_cmt_26,post_122_cmt_27,post_122_cmt_28,post_122_cmt_29,post_122_cmt_30,post_122_cmt_31,post_122_cmt_32,post_122_cmt_33,post_122_cmt_34,post_122_cmt_35,post_122_cmt_36,post_122_cmt_37,post_122_cmt_38,post_122_cmt_39,post_122_cmt_40,post_122_cmt_41,post_122_cmt_42,post_122_cmt_43,post_122_cmt_44,post_122_cmt_45,post_122_cmt_46,post_122_cmt_47,post_122_cmt_48,post_122_cmt_49,post_122_cmt_50"
123,"🎇 PHÁO HOA RỰC SÁNG CÁT BÀ – 5 ĐÊM MỖI TUẦN!  Thành phố Vịnh trung tâm Cát Bà đang bùng nổ mỗi tuần với chuỗi show “Symphony of the Green Island” – trình diễn định kỳ 5 đêm/tuần (Thứ 3, 5, 6, 7, CN) đến hết 2/9/2025.  Jetski, Flyboard, pháo hoa tầm cao kết hợp ánh sáng và âm nhạc – tạo nên bản giao hưởng thị giác độc nhất giữa lòng đảo Ngọc.  🔥 Đặc biệt, show đã xác lập 2 kỷ lục Guinness thế giới: - Show diễn jetski bắn pháo hoa có đội hình lớn nhất thế giới - Vận động viên nhào lộn bằng flyboard nhiều vòng nhất trong một phút  📍 Địa điểm: Quảng trường trung tâm Xanh Island – Cát Bà 👉 Một mùa hè rực lửa đang chờ bạn – sẵn sàng cháy hết mình chưa?","post_123_cmt_1,post_123_cmt_2,post_123_cmt_3,post_123_cmt_4,post_123_cmt_5,post_123_cmt_6,post_123_cmt_7"
124,TỔNG DUYỆT CHƯƠNG TRÌNH VINH QUANG CÔNG AN NHÂN DÂN VIỆT NAM 🔥   Mãn nhãn với màn trình diễn bật nhẩy qua lửa của các chiến sĩ. Chỉ 1 từ thôi: ĐỈNH 👍🏻  #beatvn #vinhquangCongannhandanVietNam #VinhquangCANDVietNam,"post_124_cmt_1,post_124_cmt_2,post_124_cmt_3,post_124_cmt_4,post_124_cmt_5,post_124_cmt_7"
125,"KẺ MANG MẬT DANH ""BỤP"" ĐÃ BỊ BẮT.  Chắc anh em vẫn còn nhớ 2 ""đồng chí"" Dương và Quý mới bị bắt gần đây vì tội đóng giả lực lượng chức năng để cưỡng đoạt tài sản của người dân.  Sau quá trình đấu tranh khai thác, Dương và Quý đã khai ra trong đường dây của mình còn có 1 nhân vật quan trọng với mật danh là ""BỤP""  🥷  Theo điều tra, Quý (người mặc áo dân quân) mới chỉ phạm tội lần đầu thì bị bắt còn ""BỤP"" đã cùng Dương thực hiện trót lọt nhiều phi vụ. Thậm chí, những lần đi cùng ""BỤP"", Dương còn manh động hơn khi có hành vi đạp xe, trấn áp, dùng còng khóa tay ""người vi phạm"".  Được biết, người mang mật danh BỤP tên là Hín A Sánh (23 tuổi) cùng trú trên địa bàn thị trấn Lương Sơn và là ông mặc áo sơ mi màu tím trong ảnh.  Anh em đừng như BỤP không là sẽ thành BỤP BỤP BỤP BỤP BỤP  Tham khảo thông tin báo Tiền Phong. #Beatvn","post_125_cmt_1,post_125_cmt_2,post_125_cmt_3,post_125_cmt_4,post_125_cmt_5,post_125_cmt_6,post_125_cmt_7,post_125_cmt_8,post_125_cmt_9,post_125_cmt_10,post_125_cmt_11,post_125_cmt_12,post_125_cmt_13,post_125_cmt_14,post_125_cmt_15,post_125_cmt_16,post_125_cmt_17,post_125_cmt_18,post_125_cmt_19,post_125_cmt_20,post_125_cmt_21,post_125_cmt_22,post_125_cmt_23,post_125_cmt_24"
126,Đang ngủ ngon thì 4h sáng ăn con sét. Bực hết cả lợn  ⚡️🤬⚡️  Video: Anh Đức #Beatvn,"post_126_cmt_1,post_126_cmt_2,post_126_cmt_3,post_126_cmt_4,post_126_cmt_5,post_126_cmt_6,post_126_cmt_7,post_126_cmt_8,post_126_cmt_9,post_126_cmt_10,post_126_cmt_11,post_126_cmt_12,post_126_cmt_13,post_126_cmt_14,post_126_cmt_15,post_126_cmt_16,post_126_cmt_17,post_126_cmt_18,post_126_cmt_19,post_126_cmt_20,post_126_cmt_21,post_126_cmt_22,post_126_cmt_23,post_126_cmt_24,post_126_cmt_25,post_126_cmt_26,post_126_cmt_27,post_126_cmt_28,post_126_cmt_29,post_126_cmt_30,post_126_cmt_31,post_126_cmt_32,post_126_cmt_33,post_126_cmt_34,post_126_cmt_35,post_126_cmt_36,post_126_cmt_37,post_126_cmt_38,post_126_cmt_39,post_126_cmt_40,post_126_cmt_41,post_126_cmt_42,post_126_cmt_43,post_126_cmt_44,post_126_cmt_45,post_126_cmt_46,post_126_cmt_47,post_126_cmt_48,post_126_cmt_49,post_126_cmt_50"
127,"SUÝT THÌ GHI NHẬN CUỐC XE ĐẮT NHẤT LỊCH SỬ 🐧  Đang ngồi rung đùi uống trà đá nhai kẹo cao su thì 1 anh zai xe ôm công nghệ ở Khánh Hòa bất ngờ thấy đùi rung 2 tiếng ting ting xong tài khoản ngân hàng được cộng thêm 1,7 tỷ đồng.  Ngẫm thấy sự nghiệp chạy Grab của mình chưa bao giờ có cuốc xe nào chạy tới 212.000 km nên anh zai đã trình báo Công An về sự việc này.  Sau khi tiếp nhận thông tin, công an phường Vĩnh Thọ đã báo sự việc lên Phòng An ninh mạng và phòng, chống tội phạm sử dụng công nghệ cao Công an tỉnh Khánh Hòa.  PA05 đã liên hệ với ngân hàng nêu trên để rà soát chủ tài khoản chuyển tiền. Ngân hàng xác định số tài khoản trên là của một công ty chứng khoán ở TP Hà Nội.  Đến ngày 4/6, anh zai Grab cùng cán bộ PA05 đã đến ngân hàng hoàn thành thủ tục hoàn trả lại toàn bộ số tiền cho công ty nêu trên.","post_127_cmt_1,post_127_cmt_2,post_127_cmt_3,post_127_cmt_4,post_127_cmt_5,post_127_cmt_6,post_127_cmt_7,post_127_cmt_8,post_127_cmt_9,post_127_cmt_10,post_127_cmt_11,post_127_cmt_12,post_127_cmt_13,post_127_cmt_14,post_127_cmt_15,post_127_cmt_16,post_127_cmt_17,post_127_cmt_18,post_127_cmt_19,post_127_cmt_20,post_127_cmt_21,post_127_cmt_22,post_127_cmt_23,post_127_cmt_24,post_127_cmt_25,post_127_cmt_26,post_127_cmt_27,post_127_cmt_28,post_127_cmt_29,post_127_cmt_30,post_127_cmt_31,post_127_cmt_32,post_127_cmt_33,post_127_cmt_34,post_127_cmt_35,post_127_cmt_36,post_127_cmt_37,post_127_cmt_38,post_127_cmt_39,post_127_cmt_40,post_127_cmt_41,post_127_cmt_42,post_127_cmt_43,post_127_cmt_44,post_127_cmt_45,post_127_cmt_46,post_127_cmt_47,post_127_cmt_48,post_127_cmt_49,post_127_cmt_50"
128,"Cuộc sống bây giờ công nhận khó khăn, ra đường thì sợ ăn phải đồ giả mà về nhà thì lo ăn phải đồ thật 🫠  #Beatvn","post_128_cmt_1,post_128_cmt_2,post_128_cmt_3,post_128_cmt_4,post_128_cmt_5,post_128_cmt_6,post_128_cmt_7,post_128_cmt_8,post_128_cmt_9,post_128_cmt_10,post_128_cmt_11,post_128_cmt_12,post_128_cmt_13,post_128_cmt_14,post_128_cmt_15,post_128_cmt_16,post_128_cmt_17,post_128_cmt_18,post_128_cmt_19,post_128_cmt_20,post_128_cmt_21,post_128_cmt_22,post_128_cmt_23,post_128_cmt_24,post_128_cmt_25,post_128_cmt_26,post_128_cmt_27,post_128_cmt_28,post_128_cmt_29,post_128_cmt_30,post_128_cmt_31,post_128_cmt_32,post_128_cmt_33,post_128_cmt_34,post_128_cmt_35,post_128_cmt_36,post_128_cmt_37,post_128_cmt_38,post_128_cmt_39,post_128_cmt_40,post_128_cmt_41,post_128_cmt_42,post_128_cmt_43,post_128_cmt_44,post_128_cmt_45,post_128_cmt_46,post_128_cmt_47,post_128_cmt_48,post_128_cmt_49,post_128_cmt_50"
129,"🛑 VỤ NAM ĐIỀU DƯỠNG HIV QRTD BỆNH NHÂN SAU MỔ TRĨ: XỬ PHẠT PHÒNG KHÁM VÀ SA THẢI ĐIỀU DƯỠNG!!!  Sau điều tra của Thanh tra Sở Y tế Hà Nội quyết định xử phạt:  Phòng khám bị phạt 8 triệu đồng do để người không đăng ký hành nghề tham gia khám chữa bệnh.  Bác sĩ mổ chính bị phạt 2 triệu đồng, tước chứng chỉ hành nghề 2 tháng vì hồ sơ bệnh án lập không đầy đủ.  Nam điều dưỡng nhiễm HIV có hành vi QRTD bệnh nhân nam đã bị sa thải.","post_129_cmt_1,post_129_cmt_2,post_129_cmt_3,post_129_cmt_4,post_129_cmt_5,post_129_cmt_6,post_129_cmt_7,post_129_cmt_8,post_129_cmt_9,post_129_cmt_10,post_129_cmt_11,post_129_cmt_12,post_129_cmt_13,post_129_cmt_14,post_129_cmt_15,post_129_cmt_16,post_129_cmt_17,post_129_cmt_18,post_129_cmt_19,post_129_cmt_20,post_129_cmt_21,post_129_cmt_22,post_129_cmt_23,post_129_cmt_24,post_129_cmt_25,post_129_cmt_26,post_129_cmt_27,post_129_cmt_28,post_129_cmt_29,post_129_cmt_30,post_129_cmt_31,post_129_cmt_32,post_129_cmt_33,post_129_cmt_34,post_129_cmt_35,post_129_cmt_36,post_129_cmt_37,post_129_cmt_38,post_129_cmt_39,post_129_cmt_40,post_129_cmt_41,post_129_cmt_42,post_129_cmt_43,post_129_cmt_44,post_129_cmt_45,post_129_cmt_46,post_129_cmt_47,post_129_cmt_48,post_129_cmt_49,post_129_cmt_50"
130,"KẾ HOẠCH CỦA CHÚNG TA HÔM NAY LÀ KHÔNG CÓ KẾ HOẠCH GÌ CẢ!!!  Đó chính là phương thức hoạt động của nhóm đối tượng gồm 26 thanh thiếu niên tại tỉnh Thanh Hóa trong tối ngày 31/5 vừa qua.  Cụ thể, dưới sự dẫn dắt của Nguyễn Gia Khánh và Nguyễn Văn Thái, nhóm này di chuyển trên 11 xe gắn máy cùng ná cao su, dao mèo, dao quắm và vỏ chai bia để... săn ""con mồi.""  Với kế hoạch được thống nhất từ ở nhà là ra đường cứ gặp ai là đuổi đánh, nhóm đã rượt bằng được 1 thanh niên đang đi xe máy rất bình thường trên đường để hành hung tới nái dù không có mâu thuẫn, không quen biết và cũng không biết đó là ai luôn 😭  Hiện công an đã tạm giữ nhóm đối tượng trên để tiến hành điều tra, xác minh hành vi.  Tham khảo báo Công an Nhân dân #Beatvn","post_130_cmt_1,post_130_cmt_2,post_130_cmt_3,post_130_cmt_4,post_130_cmt_5,post_130_cmt_6,post_130_cmt_7,post_130_cmt_8,post_130_cmt_9,post_130_cmt_10,post_130_cmt_11,post_130_cmt_12,post_130_cmt_13,post_130_cmt_14,post_130_cmt_15,post_130_cmt_16,post_130_cmt_17,post_130_cmt_18,post_130_cmt_19,post_130_cmt_20,post_130_cmt_21,post_130_cmt_22,post_130_cmt_23,post_130_cmt_24,post_130_cmt_25,post_130_cmt_26,post_130_cmt_27,post_130_cmt_28,post_130_cmt_29,post_130_cmt_30,post_130_cmt_31,post_130_cmt_32,post_130_cmt_33,post_130_cmt_34,post_130_cmt_35,post_130_cmt_36,post_130_cmt_37,post_130_cmt_38,post_130_cmt_39,post_130_cmt_40,post_130_cmt_41,post_130_cmt_42,post_130_cmt_43,post_130_cmt_44,post_130_cmt_45,post_130_cmt_46,post_130_cmt_47,post_130_cmt_48,post_130_cmt_49,post_130_cmt_50"
131,"MỖI NGƯỜI 15 CỦ. BỐ CON MÌNH CỨ THẾ THÔI, HẸ HẸ HẸ HẸ  Ngày 5/6, Cơ quan Cảnh sát điều tra Công an tỉnh Quảng Trị cho biết, đã đề nghị Chủ tịch UBND tỉnh xử phạt hành chính hai trường hợp về hành vi xâm hại sức khỏe người khác.  Hai người bị đề nghị xử phạt là ông Đ.T.X. (60 tuổi) và con trai H.T.B. (22 tuổi), cùng trú tại thôn A Liêng, xã Tà Rụt, huyện Đakrông, tỉnh Quảng Trị.  Theo thông tin từ cơ quan chức năng, ngày 12/4, xuất phát từ mâu thuẫn cá nhân, ông X. và con trai đã xảy ra xô xát. Vụ việc khiến ông X. bị thương vùng mặt, trong khi B. bị thương ở đầu và lưng.  Sau khi nhận tin tố giác về vụ ẩu đả, cơ quan công an đã nhanh chóng vào cuộc điều tra. Tuy nhiên, do cả 2 bố con ông X. đều có đơn xin không truy cứu trách nhiệm hình sự.  Căn cứ quy định của Chính phủ, cơ quan cảnh sát điều tra đã đề nghị Chủ tịch UBND tỉnh ra quyết định xử phạt hành chính mỗi người 15 triệu đồng.","post_131_cmt_1,post_131_cmt_2,post_131_cmt_3,post_131_cmt_4,post_131_cmt_5,post_131_cmt_6,post_131_cmt_7,post_131_cmt_8,post_131_cmt_9,post_131_cmt_10,post_131_cmt_11,post_131_cmt_12,post_131_cmt_13,post_131_cmt_14,post_131_cmt_15,post_131_cmt_16,post_131_cmt_17,post_131_cmt_18,post_131_cmt_19,post_131_cmt_20,post_131_cmt_21,post_131_cmt_22,post_131_cmt_23,post_131_cmt_24,post_131_cmt_25,post_131_cmt_26,post_131_cmt_27,post_131_cmt_28,post_131_cmt_29,post_131_cmt_30,post_131_cmt_31,post_131_cmt_32,post_131_cmt_33,post_131_cmt_34,post_131_cmt_35,post_131_cmt_36,post_131_cmt_37,post_131_cmt_38,post_131_cmt_39,post_131_cmt_40,post_131_cmt_41,post_131_cmt_42,post_131_cmt_43,post_131_cmt_44,post_131_cmt_45,post_131_cmt_46,post_131_cmt_47,post_131_cmt_48,post_131_cmt_49,post_131_cmt_50"
132,"ĐẾN TRƯỚC THÌ CÓ Ô ĐẸP CÒN ĐẾN SAU CHỈ CÓ Ô KÌA THÔI =)))  Ai bảo bộ môn giời đày là vì chưa nghiệng nên không hiểu thôi 🤣, sáng vác cần đi từ 3h chắc mẩm kiểu gì cũng sớm nhất nhì, nay cứ gọi là mang cá về đầy chum mà cuối cùng nhà xa quá 4h mới đến nơi thì đã đứng lốt cuối mịa rùi 🥲.  Nhìn cả đoàn người chờ cổng hồ mở mà ngao ngán cả người. Không biết nay có được con nào, không lại phải chạy ra chợ xách con cá về chứ về tay không vợ nó lại bảo đi câu cá hay đi với gái mà không thấy cá đâu 😓, em ơi anh cũng muốn mang cá về lắm từ rày về sau anh sẽ đi từ lúc 12h đêm 😓  Ảnh: Bố Bún Fishing #Beatvn","post_132_cmt_1,post_132_cmt_2,post_132_cmt_3,post_132_cmt_4,post_132_cmt_5,post_132_cmt_6,post_132_cmt_7,post_132_cmt_8,post_132_cmt_9,post_132_cmt_10,post_132_cmt_11,post_132_cmt_12,post_132_cmt_13,post_132_cmt_14,post_132_cmt_15,post_132_cmt_16,post_132_cmt_17,post_132_cmt_18,post_132_cmt_19,post_132_cmt_20,post_132_cmt_21,post_132_cmt_22,post_132_cmt_23,post_132_cmt_24,post_132_cmt_25,post_132_cmt_26,post_132_cmt_27,post_132_cmt_28,post_132_cmt_29,post_132_cmt_30,post_132_cmt_31,post_132_cmt_32,post_132_cmt_33,post_132_cmt_34,post_132_cmt_35,post_132_cmt_36,post_132_cmt_37,post_132_cmt_38,post_132_cmt_39,post_132_cmt_40,post_132_cmt_41,post_132_cmt_42,post_132_cmt_43,post_132_cmt_44,post_132_cmt_45,post_132_cmt_46,post_132_cmt_47,post_132_cmt_48,post_132_cmt_49,post_132_cmt_50"
133,"🛑 THIÊN AN BẤT NGỜ GỬI BỨC TÂM THƯ CHO JACK SAU NHỮNG LÙM XÙM GẦN ĐÂY.  Vừa qua trên trang cá nhân của mình, Thiên An chia sẻ những dòng tâm sự như 1 bức thư dài gửi đến Jack khiến cộng đồng mạng quan tâm.  Nguyên văn chia sẻ của Thiên An:  ""Viết cho Jack, cho Sol và cho em  Hôm nay, em có nói chuyện với một người anh, một người bạn đặc biệt. Anh ấy hỏi em rằng: Cả 2 đứa em đang làm tất cả những điều này, để làm gì?  Em không trả lời được. Em khóc. 4 năm rồi Jack, em không muốn chịu đựng được cuộc sống như thế này nữa. Và em biết anh cũng vậy.  Đã có lúc em khao khát được anh nói lời xin lỗi. Em nghĩ “mình đã sinh con cho anh ấy mà, mình đã ở bên anh ấy từ những ngày đầu mà, tại sao anh lại đối xử với em như thế”. Bây giờ thì em không còn suy nghĩ đó nữa.  Em chỉ muốn xin lỗi chính em, xin lỗi Sol và cả anh. Jack, em cũng đã làm sai.  Có lúc em bị áp lực từ quá nhiều phía , từ trên mạng đến ngoài đời, em không biết cách nào là đúng để giải quyết câu chuyện và có những lúc em mất đi kiểm soát.  Vì em cảm thấy mình đang rất đau, em không thể giữ điều đó trong lòng thêm nữa. Em chọn cách đưa tất cả câu chuyện từng làm tổn thương em ra bên ngoài - em mong  anh - có thể nhìn thấy được nỗi đau của em. Tận sâu trong lòng em, em chỉ muốn được hiểu, chỉ muốn được yêu thương.  Để rồi sau tất cả, em nhận ra rằng: Đó không phải là cách để giải quyết vấn đề. Nó chỉ tạo ra thêm căm ghét và lý do để kéo dài nỗi đau.  Jack, anh cũng làm tổn thương em mà- em rất đau, rất hận - và bây giờ thì em biết, anh cũng đang bị tổn thương.   Đúng, đó là sự lựa chọn của em và anh -hai người trưởng thành đang đầy tổn thương và hiểu lầm - nhưng mình còn lựa chọn nào khác nữa không anh?   Sol lớn rồi,con bắt đầu có những câu hỏi khiến lòng em phải thắt lại . Em không muốn điều đầu tiên con nhận thức được khi lớn lên lại là những chọn lựa sai lầm của em và anh.  Em muốn dừng lại tất cả ở đây, Jack. Em cần sống một cuộc sống mới, em muốn con và em thoát ra khỏi những điều tiêu cực.  Tận sâu trong lòng, em hi vọng ba của Sol có thể tiếp tục sự nghiệp của mình như một nghệ sĩ. Anh có đam mê, anh có tố chất, anh cũng từng là người em chọn để sinh con.   Đến tận giờ phút này, em vẫn có thể tự tin ngẩng cao đầu và nói rằng: Ngày đó, em có Sol vì em yêu anh. Không có một lý do nào khác cả.  Ngay hiện tại, tình cảm đó không còn nữa, em cũng không yêu anh nữa, nhưng em chỉ muốn sau này con đọc được, Sol sẽ biết rằng: “Con được sinh ra từ tình yêu của ba mẹ”.  Đơn kiện, phiên tòa, yêu cầu xét nghiệm ADN… Nếu anh cho rằng những điều đó là cần thiết, anh có thể tiếp tục tiến hành. Em và luật sư đã sẵn sàng tham gia tất cả các phiên xét xử với đầy đủ trách nhiệm. Em không sợ hãi, và cũng không né tránh. Nhưng nếu một ngày nào đó, anh muốn gặp Sol  Không phải với tư cách là một nghệ sĩ nổi tiếng,không phải là một ngôi sao, mà là một người Ba.  Và anh có thể đứng trước mặt em và con, nói một cách đơn giản rằng: “Cho anh bế con một chút… được không?” Thì em sẽ không từ chối anh.  Thiên An""  Bạn thấy sao về những dòng chia sẻ này???  #Beatvn","post_133_cmt_1,post_133_cmt_2,post_133_cmt_3,post_133_cmt_4,post_133_cmt_5,post_133_cmt_6,post_133_cmt_7,post_133_cmt_8,post_133_cmt_9,post_133_cmt_10,post_133_cmt_11,post_133_cmt_12,post_133_cmt_13,post_133_cmt_14,post_133_cmt_15,post_133_cmt_16,post_133_cmt_17,post_133_cmt_18,post_133_cmt_19,post_133_cmt_20,post_133_cmt_21,post_133_cmt_22,post_133_cmt_23,post_133_cmt_24,post_133_cmt_25,post_133_cmt_26,post_133_cmt_27,post_133_cmt_28,post_133_cmt_29,post_133_cmt_30,post_133_cmt_31,post_133_cmt_32,post_133_cmt_33,post_133_cmt_34,post_133_cmt_35,post_133_cmt_36,post_133_cmt_37,post_133_cmt_38,post_133_cmt_39,post_133_cmt_40,post_133_cmt_41,post_133_cmt_42,post_133_cmt_43,post_133_cmt_44,post_133_cmt_45,post_133_cmt_46,post_133_cmt_47,post_133_cmt_48,post_133_cmt_49,post_133_cmt_50"
134,"ĐƠN VỊ ĐO LƯỜNG MỚI KHI RA ĐƯỜNG  Một bài học đắt giá cho những anh giai nóng tính thích ra đường làm ""bố"". Để ""có đơn rút yêu cầu khởi tố vụ án"" của bị hại, gia đình nam tài xế Lexus đã phải bồi thường 300 triệu đồng cho nạn nhân.   Chỉ trong 30 giây ngắn ngủi mất bình tĩnh và cái giá phải trả là 300 triệu đồng và vài tháng tạm giam. Một bài học to lớn không chỉ cho tài xế Lexus mà cả cho những cái đầu nóng sẵn sàng va chạm khi ra đường...  Theo VnExpress, Dân Trí #Beatvn","post_134_cmt_1,post_134_cmt_2,post_134_cmt_3,post_134_cmt_4,post_134_cmt_5,post_134_cmt_6,post_134_cmt_7,post_134_cmt_8,post_134_cmt_9,post_134_cmt_10,post_134_cmt_11,post_134_cmt_12,post_134_cmt_13,post_134_cmt_14,post_134_cmt_15,post_134_cmt_16,post_134_cmt_17,post_134_cmt_18,post_134_cmt_19,post_134_cmt_20,post_134_cmt_21,post_134_cmt_22,post_134_cmt_23,post_134_cmt_24,post_134_cmt_25,post_134_cmt_26,post_134_cmt_27,post_134_cmt_28,post_134_cmt_29,post_134_cmt_30,post_134_cmt_31,post_134_cmt_32,post_134_cmt_33,post_134_cmt_34,post_134_cmt_35,post_134_cmt_36,post_134_cmt_37,post_134_cmt_38,post_134_cmt_39,post_134_cmt_40,post_134_cmt_41,post_134_cmt_42,post_134_cmt_43,post_134_cmt_44,post_134_cmt_45,post_134_cmt_46,post_134_cmt_47,post_134_cmt_48,post_134_cmt_49,post_134_cmt_50"
135,"NẠN NHÂN BỊ TÀI XẾ LEXUS HÀNH HUNG: MẮT VẪN MỜ, CHƯA HỒI PHỤC THỊ LỰC TỐT NHẤT  Trước phiên tòa, anh L.X.H. (nạn nhân trong vụ tài xế xe Lexus) cho biết anh vẫn chưa thể quay trở lại công việc sau sự cố trên. Hiện, một bên mắt của anh vẫn mờ và chưa thể trở lại trạng thái thị lực tốt nhất. Đầu của nạn nhân vẫn đau nhức “khi trở trời”.  Điều làm anh băn khoăn nhất trong thời gian qua là đã mất đi nguồn thu nhập để trang trải cuộc sống và lo cho 2 người con (đang học lớp 1 và lớp 3).  “Tôi chỉ mong muốn tòa xét xử đúng người, đúng tội, công tâm”, anh H. nói trước giờ phiên tòa bắt đầu.","post_135_cmt_1,post_135_cmt_2,post_135_cmt_3,post_135_cmt_4,post_135_cmt_5,post_135_cmt_6,post_135_cmt_7,post_135_cmt_8,post_135_cmt_9,post_135_cmt_10,post_135_cmt_11,post_135_cmt_12,post_135_cmt_13,post_135_cmt_14,post_135_cmt_15,post_135_cmt_16,post_135_cmt_17,post_135_cmt_18,post_135_cmt_19,post_135_cmt_20,post_135_cmt_21,post_135_cmt_22,post_135_cmt_23,post_135_cmt_24,post_135_cmt_25,post_135_cmt_26,post_135_cmt_27,post_135_cmt_28,post_135_cmt_29,post_135_cmt_30,post_135_cmt_31,post_135_cmt_32,post_135_cmt_33,post_135_cmt_34,post_135_cmt_35,post_135_cmt_36,post_135_cmt_37,post_135_cmt_38,post_135_cmt_39,post_135_cmt_40,post_135_cmt_41,post_135_cmt_42,post_135_cmt_43,post_135_cmt_44,post_135_cmt_45,post_135_cmt_46,post_135_cmt_47,post_135_cmt_48,post_135_cmt_49,post_135_cmt_50"
