post_id,content,comment_ids,label_from_content
11,"Hạ cánh rồi các ông ơi. Britney cao phết nhỉ, đứng đến vai Butler đấy 😆  Anh em ngôi sao NBA mình cứ thế thôi hẹ hẹ hẹ  😀  --cún vàng-- #trollbongro #ghienbongro #nba #lebronjames #pacers #curry #vba #theanh28 #trollbongrovideo #ghienbongrovideo","post_11_cmt_1,post_11_cmt_2,post_11_cmt_3,post_11_cmt_4,post_11_cmt_5,post_11_cmt_6,post_11_cmt_7,post_11_cmt_8,post_11_cmt_9,post_11_cmt_10,post_11_cmt_11,post_11_cmt_12,post_11_cmt_13,post_11_cmt_14,post_11_cmt_15,post_11_cmt_16,post_11_cmt_17,post_11_cmt_18,post_11_cmt_19,post_11_cmt_20,post_11_cmt_21,post_11_cmt_22,post_11_cmt_23,post_11_cmt_24,post_11_cmt_25,post_11_cmt_26,post_11_cmt_27,post_11_cmt_28,post_11_cmt_29,post_11_cmt_30,post_11_cmt_31,post_11_cmt_32,post_11_cmt_33,post_11_cmt_34,post_11_cmt_35,post_11_cmt_36,post_11_cmt_37,post_11_cmt_38,post_11_cmt_39,post_11_cmt_40,post_11_cmt_41,post_11_cmt_42,post_11_cmt_45,post_11_cmt_46,post_11_cmt_48",Thể thao
12,Xuân Son vừa đăng story có ghi ngày 31/3/2026. Đó chính là ngày tuyển Việt Nam tái đấu Malaysia .  Dù nhiều khó khăn nhưng sự trở lại của Son sẽ mang lại nhiều sức mạnh cho chúng ta 😀  --cún vàng-- #trollbongro #ghienbongro #nba #lebronjames #pacers #curry #vba #theanh28 #trollbongrovideo #ghienbongrovideo,"post_12_cmt_1,post_12_cmt_2,post_12_cmt_3,post_12_cmt_4,post_12_cmt_5,post_12_cmt_6,post_12_cmt_7,post_12_cmt_8,post_12_cmt_9,post_12_cmt_10,post_12_cmt_11,post_12_cmt_12,post_12_cmt_13,post_12_cmt_14,post_12_cmt_15,post_12_cmt_16,post_12_cmt_17,post_12_cmt_18,post_12_cmt_19,post_12_cmt_20,post_12_cmt_21,post_12_cmt_22,post_12_cmt_23,post_12_cmt_24,post_12_cmt_25,post_12_cmt_26,post_12_cmt_27,post_12_cmt_28,post_12_cmt_29,post_12_cmt_30,post_12_cmt_31,post_12_cmt_32,post_12_cmt_33,post_12_cmt_34,post_12_cmt_35,post_12_cmt_36,post_12_cmt_37,post_12_cmt_38,post_12_cmt_39,post_12_cmt_40,post_12_cmt_41,post_12_cmt_42,post_12_cmt_43,post_12_cmt_44,post_12_cmt_45,post_12_cmt_46,post_12_cmt_47,post_12_cmt_48,post_12_cmt_49,post_12_cmt_50",Thể thao
13,"Khi bấm thêm vào giỏ hàng cùng lúc gần hai chục ông châu Âu châu Mỹ thì bỗng nhiên thể hình vượt trội hẳn . Nhìn mấy quả trên hình thấy sức mạnh, thể chất rõ luôn ... 🥹  --cún vàng-- #trollbongro #ghienbongro #nba #lebronjames #pacers #curry #vba #theanh28 #trollbongrovideo #ghienbongrovideo","post_13_cmt_1,post_13_cmt_2,post_13_cmt_3,post_13_cmt_4,post_13_cmt_5,post_13_cmt_6,post_13_cmt_7,post_13_cmt_8",Social Slang
14,Xuân Mạnh cũng chơi tốt nhưng hơi thiếu chiều cao. Mạnh hợp đá trung vệ lệch cánh hơn. Duy Mạnh phải vào đá trung vệ thòng để Xuân Mạnh ra đá lệch phải.  Việt Nam cố lên   --cún vàng-- #trollbongro #ghienbongro #nba #lebronjames #pacers #curry #vba #theanh28 #trollbongrovideo #ghienbongrovideo,"post_14_cmt_1,post_14_cmt_2,post_14_cmt_3,post_14_cmt_4",Thể thao
15,"Hết hiệp một, Nhật dã Indo 3-0 Nhiều người sẽ nghĩ một kịch bản khác, Khi Indo với đa phần các cầu thủ gốc Hà Lan to khỏe chơi thủ phản khó chịu. Indo có thể thua nhưng cùng lắm là một bàn từ trong suy nghĩ đó.   Nhưng sự thật thì khác, Nhật Bản quá out trình. Điều đó thể hiện ở bàn thắng thứ ba, Kamada solo giữa năm người Indo rồi ghi bàn.   Thực ra Indo có nhiều Tây đến mấy cũng không thể so với tuyển Đức xịn. Thế mà Đức còn thua Nhật Bản ở World cup 2022 thì Indo chịu sao thấu  😀 --cún vàng-- #trollbongro #ghienbongro #nba #lebronjames #pacers #curry #vba #theanh28 #trollbongrovideo #ghienbongrovideo","post_15_cmt_1,post_15_cmt_2,post_15_cmt_3,post_15_cmt_4,post_15_cmt_5,post_15_cmt_6,post_15_cmt_7,post_15_cmt_8,post_15_cmt_9,post_15_cmt_10,post_15_cmt_11,post_15_cmt_12,post_15_cmt_13,post_15_cmt_14,post_15_cmt_15,post_15_cmt_16,post_15_cmt_17,post_15_cmt_18,post_15_cmt_19,post_15_cmt_20,post_15_cmt_21,post_15_cmt_22,post_15_cmt_23,post_15_cmt_24,post_15_cmt_25,post_15_cmt_26,post_15_cmt_27,post_15_cmt_28,post_15_cmt_29,post_15_cmt_30,post_15_cmt_31,post_15_cmt_32,post_15_cmt_33,post_15_cmt_34,post_15_cmt_35,post_15_cmt_36,post_15_cmt_37,post_15_cmt_38,post_15_cmt_39,post_15_cmt_40,post_15_cmt_41,post_15_cmt_42,post_15_cmt_43,post_15_cmt_44,post_15_cmt_45,post_15_cmt_46,post_15_cmt_47,post_15_cmt_48,post_15_cmt_49,post_15_cmt_50",Thể thao
16,"Vụ việc của DeMarcus Cousins diễn ra ở giải bóng rổ Puerto Rico 😳 Cousins và các cổ động viên lời qua tiếng lại. Cousins định lao lên khán đài, rất nhiều nhân viên an ninh ra giữ anh lại.  Nhiều vật thể lạ được ném về phía anh.  Phải đến khi sáu bảy nhân viên mới đẩy được Cousin vào đường hầm   --cún vàng-- #trollbongro #ghienbongro #nba #lebronjames #pacers #curry #vba #theanh28 #trollbongrovideo #ghienbongrovideo","post_16_cmt_1,post_16_cmt_2,post_16_cmt_3,post_16_cmt_4,post_16_cmt_5,post_16_cmt_6",Thể thao
17,Dù môi d/ầy như Shai hay môi vừa vừa như a7 thì cũng sẽ có điệu cười giống nhau. Điệu cười của nhà vô địch 😅  --cún vàng-- #trollbongro #ghienbongro #nba #lebronjames #pacers #curry #vba #theanh28 #trollbongrovideo #ghienbongrovideo,"post_17_cmt_1,post_17_cmt_2",Tin tức xã hội
18,Nghệ cả củ ☺️--cỏ--  #trollbongro   #trollbongrovideo   #ghienbongro   #ghienbongrovideo #bongro #nba #curry #LebronJames  #theanh28 #reelsfacebook #reelsvideoシ #reelschallenge #reel #reelsviral,post_18_cmt_1,Tin tức xã hội
19,Jaylin Williams vừa làm quả quả ba điểm tại khi vào sân 2 phút cuối trận NBA final.  Jaylin thi đấu hàng trong những ném ba rất tín. Bảo sao anh hay bị trêu là trình ngang Phú Vinh nhưng may mắn hơn 🐧🐧  --cún vàng-- #trollbongro #ghienbongro #nba #lebronjames #pacers #curry #vba #theanh28 #trollbongrovideo #ghienbongrovideo,"post_19_cmt_1,post_19_cmt_2,post_19_cmt_3,post_19_cmt_4,post_19_cmt_5,post_19_cmt_6,post_19_cmt_7,post_19_cmt_8,post_19_cmt_9,post_19_cmt_10,post_19_cmt_11,post_19_cmt_12,post_19_cmt_13,post_19_cmt_14,post_19_cmt_15,post_19_cmt_16,post_19_cmt_17",Tin tức xã hội
20,"Indiana Pacers vs Oklahoma city Thunder  Trận đấu vẫn  gọi tên Shai với nhiều điểm nhấn. Shai vẫn đều tay ghi điểm với hơn ba xịch điểm kèm chục quả phạt . Bốn vị trí đứng đầu trong danh sách ghi điểm của hai đội thuộc về Caruso, Jaylin Williams, Wiggins. Tiếp theo mới là Haliburton Loạt đấu trở về tỷ số cân bằng nhưng Ấn Độ ăn được một trận sân khách 😀 --cỏ-- #trollbongro #ghienbongro #nba #lebronjames #brunson #pacers #siakam #kobebryant #danangdragons #vba #theanh28 #euro2024 #paris2024","post_20_cmt_1,post_20_cmt_2,post_20_cmt_3,post_20_cmt_5,post_20_cmt_6,post_20_cmt_7,post_20_cmt_8",Tin tức xã hội
21,Nhìn Ronaldo vẫn muốn cống hiến lắm. Khuôn mặt anh buồn buồn bặm môi từ từ khi chấn thươ/ng phải rời sân  cho đến khi ra ngồi ghế dự bị 🥲  Hôm nay anh chơi quá hay rồi  --cún vàng-- #trollbongro #ghienbongro #nba #lebronjames #pacers #curry #vba #theanh28 #trollbongrovideo #ghienbongrovideo,"post_21_cmt_1,post_21_cmt_2,post_21_cmt_3,post_21_cmt_4,post_21_cmt_5,post_21_cmt_6,post_21_cmt_7,post_21_cmt_8,post_21_cmt_9,post_21_cmt_11,post_21_cmt_12,post_21_cmt_13,post_21_cmt_14,post_21_cmt_15",Tin tức xã hội
22,Victor Wembanyama - hòa thượng Thích Úp Rổ đã có mặt ở Thiếu Lâm để tu luyện nhằm chuẩn bị cho mùa giải NBA sắp tới 😂  Học thêm mấy bộ võ công thì anh xanh lá không phải đối rồi kkk  --cún vàng-- #trollbongro #ghienbongro #nba #lebronjames #pacers #curry #vba #theanh28 #trollbongrovideo #ghienbongrovideo,"post_22_cmt_1,post_22_cmt_2,post_22_cmt_3,post_22_cmt_4",Tin tức xã hội
23,"yêu bóng rổ , thế thôi 😍--cỏ--  #trollbongro   #trollbongrovideo   #ghienbongro   #ghienbongrovideo #bongro #nba #curry #LebronJames  #theanh28 #reelsfacebook #reelsvideoシ #reelschallenge #reel #reelsviral","post_23_cmt_1,post_23_cmt_2,post_23_cmt_3,post_23_cmt_4,post_23_cmt_5",Tin tức xã hội
24,Tin chính thức: Giannis Angtentocomto đã xác nhận ký vào áo đấu của một fan Cầu Vàng đưa cho vào sáng nay 🤒 cre: người hói  --cỏ-- #trollbongro #ghienbongro #nba #lebronjames #curry #theanh28 #euro2024 #paris2024 #trollbongrovideo #ghienbongrovideo,"post_24_cmt_1,post_24_cmt_2,post_24_cmt_3,post_24_cmt_4,post_24_cmt_5,post_24_cmt_6,post_24_cmt_7,post_24_cmt_8,post_24_cmt_9,post_24_cmt_10,post_24_cmt_11,post_24_cmt_12,post_24_cmt_13,post_24_cmt_14,post_24_cmt_15,post_24_cmt_16",Tin tức xã hội
25,Chuẩn bóng rổ phủi phải thế này: sân đất đầy bụi. Chơi xong phủi quần áo liên tọi 😃 --cỏ--  #trollbongro   #trollbongrovideo   #ghienbongro   #ghienbongrovideo #bongro #nba #curry #LebronJames  #theanh28 #reelsfacebook #reelsvideoシ #reelschallenge #reel #reelsviral,"post_25_cmt_1,post_25_cmt_2,post_25_cmt_3,post_25_cmt_4,post_25_cmt_5",Tin tức xã hội
26,"HAI THANH NIÊN CLB BÓNG RỔ HẢI HÀ GALAXY DŨNG CẢM LAO XUỐNG SÔNG CỨU NGƯỜI BỊ ĐUỐI NƯỚC Theo tuổi trẻ Hải Hà:  Vào khoảng 18h39 chiều ngày 06/6/2025, tại khu vực sông Hà Cối (thuộc thị trấn Quảng Hà, huyện Hải Hà, tỉnh Quảng Ninh), xảy ra một vụ đuối nước khiến một nam thanh niên rơi vào tình trạng nguy kịch. Thời điểm xảy ra sự việc, anh Nguyễn Kim Việt Hoàng và anh Chu Văn Khuê – thành viên Câu lạc bộ Bóng rổ Hải Hà Galaxy – đang chơi thể thao tại sân bóng gần khu vực thì bất ngờ nghe thấy tiếng kêu cứu của một người dân: “Anh ơi, cứu bạn em với! Bạn em chìm rồi!”. Ngay lập tức, hai anh tiếp cận hiện trường, lao xuống sông tìm kiếm nạn nhân, đồng thời hô hoán các thành viên còn lại trong đội bóng hỗ trợ thông báo và tìm người ứng cứu. Mặc dù nước không chảy xiết, nhưng do trời đã tối, tầm nhìn hạn chế nên việc tìm kiếm gặp nhiều khó khăn. Sau khoảng 20 phút lặn tìm, cùng sự hỗ trợ chỉ dẫn từ người dân đứng trên cầu, hai anh đã phát hiện nạn nhân trong tình trạng h/ôn mê, b/ất tỉnh và nhanh chóng cùng một người dân địa phương hỗ trợ đưa nạn nhân lên bờ. Ngay sau đó, rất đông người dân đã cùng nhau tham gia sơ cứu tích cực, phối hợp nhịp nhàng để giành lại sự số/ng cho nạn n/hân trước khi lực lượng chức năng có mặt. N/ạn nhân là nam giới ngoài 20 tuổi, quê tại Hà Nội, về Hà Cối thăm bạn. Sau sơ cứu tại chỗ, nạn nhân được chuyển đến Trung tâm Y tế huyện Hải Hà trong tình trạng ng/uy kịch. Tại đây, đội ngũ y bác sĩ nhanh chóng xử lý tình trạng ngạt nước, giúp b/ệnh nhân dần hồi phục các dấu hiệu sinh tồn cơ bản. Ngay sau đó, bệnh nhân được chuyển tiếp lên Bệnh viện Đa khoa tỉnh Quảng Ninh để tiếp tục theo dõi và điều trị. Theo Trung tâm Y tế huyện, quá trình chuyển viện được thực hiện khẩn trương nhằm tận dụng “thời gian vàng” trong cấp cứu đuối nước, hạn chế tối đa nguy cơ tổ/n thươ/ng não do thiếu ôxy. Hành động dũng cảm, kịp thời của hai thanh niên Hải Hà cùng sự phối hợp của người dân địa phương và đội ngũ y tế đã góp phần quan trọng trong việc cứu sống nạn nhân. Đây là một minh chứng rõ nét cho tinh thần trách nhiệm, sự quả cảm và tình người trong cộng đồng 🥹  --cỏ-- #trollbongro #ghienbongro #nba #lebronjames #brunson #pacers #siakam #kobebryant #danangdragons #vba #theanh28 #euro2024 #paris2024","post_26_cmt_1,post_26_cmt_2,post_26_cmt_3,post_26_cmt_4,post_26_cmt_5,post_26_cmt_6,post_26_cmt_7,post_26_cmt_8",Tin tức xã hội
27,"Vòng chung kết U16 các châu lục đang bước vào giai đoạn sôi động. Trước đó, vòng sơ loại trên toàn thế giới đã diễn ra. U16 Việt Nam cũng đã góp mặt tại vòng loại châu Á – khu vực Đông Nam Á.  Còn tại châu Mỹ các b/ố trẻ của u16 USA đã ra quân. Và với tinh thần tôn trọng đối thủ không hề nương tay, họ vả hai ông lớn khác của bóng rổ châu Mỹ là Agentina & Brazil số điểm như trên hình 🥹  --cỏ-- #trollbongro #ghienbongro #nba #lebronjames #brunson #pacers #siakam #kobebryant #danangdragons #vba #theanh28 #euro2024 #paris2024","post_27_cmt_1,post_27_cmt_2,post_27_cmt_3,post_27_cmt_4,post_27_cmt_5,post_27_cmt_6,post_27_cmt_7,post_27_cmt_8,post_27_cmt_9,post_27_cmt_10,post_27_cmt_11,post_27_cmt_12,post_27_cmt_13,post_27_cmt_14,post_27_cmt_15,post_27_cmt_16,post_27_cmt_17,post_27_cmt_18,post_27_cmt_19",Tin tức xã hội
28,"Haliburton đâu chỉ mới toả sáng trận gặp OKC. Anh ấy đã gánh team, ném clutch, tạo khác biệt suốt cả mùa rồi.  🔥 Khi bạn làm điều đó một lần, người ta gọi là may mắn. 🔥 Nhưng khi bạn làm nhiều lần, trận nào cũng lạnh lùng kết liễu đối thủ... Đó là đẳng cấp. Đó là Tyrese Haliburton.  --cỏ-- #trollbongro #ghienbongro #nba #lebronjames #pacers #theanh28 #euro2024 #paris2024 #curry","post_28_cmt_1,post_28_cmt_2,post_28_cmt_3,post_28_cmt_4,post_28_cmt_5,post_28_cmt_6",Tin tức xã hội
